open_mean,open_std,high_mean,high_std,low_mean,low_std,close_mean,close_std,volume_mean,volume_std
162.1631236375928,37.64103386625086,164.811427678956,37.91933788940553,159.46512270536238,37.22116472502918,162.04663644858937,37.55179009658651,53906875.37003433,33198836.269296266
