open_mean,open_std,high_mean,high_std,low_mean,low_std,close_mean,close_std,volume_mean,volume_std
195.9151556829467,75.32449851488518,198.74189335311064,75.70667040514083,192.94661471371305,74.67672943643346,195.73911702538555,75.14371738993614,50256574.40658936,32824659.151478875
